descSucursal,descProyecto,Actividad,tipoRestriccion,fechaRegistro
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T4 IMPERMEABILIZACIÓN CUBIERTA,Contratos,2024-08-12 00:00:00
BOGOTA ,LA PEÑA,G1 T12-T7 Meson- Estufa,Materiales,2025-08-06 00:00:00
BOGOTA ,EL CASTELL IBERIA RESERVADO,T04 Inst elec aptos Fundida,Contratos,2024-07-26 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T5 IMPERMEABILIZACION,Contratos,2025-02-03 00:00:00
BOGOTA ,LA PEÑA,PQDERO Friso interno,Otra,2025-08-27 00:00:00
BOGOTA ,LA CRUZ,EDIFICIO ZONA SOCIAL - PINTURA,Materiales,2025-06-05 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T4 ACABADOS CUBIERTA,Contratos,2025-03-13 00:00:00
BOGOTA ,METROPOLI 30,SOT T1-T2 CIM Pilotes Preexcavados,Contratos,2025-07-15 00:00:00
BOGOTA ,LORCA,TQ Prueba sistema de bombeo RCI,Equipos,2025-09-03 00:00:00
BOGOTA ,VERDANIA BOSQUES DE GUAYMARAL,T1 Antepiso,Materiales,2025-08-28 00:00:00
BOGOTA ,CADIZ,T5 MONTANTEyPRUEBA HIDRAULICA,Materiales,
BOGOTA ,CADIZ,E2 REDES DE AGUA LLUVIA,Contratos,
BOGOTA ,CADIZ,T3 PROLON SANITARIASyLLUVIAS,Contratos,
BOGOTA ,CADIZ,E1 CAJASyPOZOS AGUAS LLUVIA,Mano de obra,
BOGOTA ,CADIZ,SUB 2 INST EQUIPOS,Mano de obra,
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 ASEO VIVIENDA 1RA MANO PISO 1 a 17,Materiales,
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,EXCAVACION MECANICA S1 - TORRE 2 - PARQ,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,SOTANO PLZ1 E1 - CONSTRUCCION MUROS E1 TANQUE,Materiales,
BOGOTA ,LYON CIUDAD LA SALLE,T1 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,T2 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Contratos,
BOGOTA ,LYON CIUDAD LA SALLE,T3 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Contratos,
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 PRUEBAS ESTANQUEIDAD CUBIERTA,Otra,
BOGOTA ,LYON CIUDAD LA SALLE,SOTANO PLZ1 E1 - PANTALLA PREEXCAVADA S1 LYON 1,Otra,
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 16-23 INSTALACION FILTRO,Seguridad y Espacio,
BOGOTA ,LYON CIUDAD LA SALLE,Pilotaje torre grua,Equipos,
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 PINTURA FACHADA,Contratos,2022-10-25 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,EXCAVACION MECANICA S1 - TORRE 1 - PARQ,Equipos,
BOGOTA ,LYON CIUDAD LA SALLE,T1 MAMPOSTERIA FACHADA PISOS 1 a 17,Materiales,2022-10-25 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,EDIF COMUNAL 1 - CIMENTACIÓN Y PLACA CONTRAPISO,Equipos,
BOGOTA ,LYON 2 CIUDAD LA SALLE,EDIF COMUNAL 2 - CIMENTACIÓN Y PLACA DE CONTRA PISO,Equipos,
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 MAMPOSTERIA FACHADA PISOS 1 a 17,Equipos,2022-11-08 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T1 VENTANERIA ALUMINIO FACHADAS PISO 1 A 17,Otra,2022-11-08 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Armadoyfundida vigas de amarre,Equipos,2022-11-23 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,EXCAVACION MECANICA S1 - TORRE 1 - PARQ,Contratos,2022-11-28 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T2 ESTRUCTURA METALICA,Contratos,2022-11-28 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Muro placa piso 1-2-3,Materiales,2022-11-23 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PILOTAJE - SOTANOS TORRE 3,Equipos,2022-11-28 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO - PREHUECOS,Equipos,2022-10-19 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,Conformacion piso y base torre grua Torre 3,Equipos,2022-10-19 00:00:00
BOGOTA ,BURGOS CASTILLA RESERVADO,T-7 INSTALACIÓN MEDIDORES AGUA T7,Otra,2022-11-18 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 23-24 INSTALACION RED GAS ANDEN,Contratos,2022-10-25 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 19-25 INST RED SUMINISTRO ANDEN,Materiales,2022-11-01 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,SOTANO PLZ1 E1 - EXCAVACION MECANICA TANQUE,Otra,2022-11-29 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,SOTANO PLZ1 E1 - CONSTRUCCION MUROS E2 TANQUE,Materiales,
BOGOTA ,ABADIA SAN RAFAEL,T9 GRANIPLAST PATIOS,Equipos,2022-12-20 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,TQ- Instalación de equipos de suministro - tanque,Contratos,2022-11-08 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T9 GRANIPLAST PATIOS,Materiales,2022-12-20 00:00:00
BOGOTA ,LA TERRA ALSACIA RESERVADO,T1 INST. NOMENCLATURA APTOS TORRE,Materiales,2022-12-26 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 MUROS Y PLACAS PISOS 2 a 17,Materiales,2023-01-11 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 ENTREGA FOSO ASCENSOR,Equipos,2022-12-09 00:00:00
BOGOTA ,CADIZ,T3 ASEO PF,Contratos,2023-01-24 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MUROS Y PLACAS PISO 1-22,Equipos,2023-01-17 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,ED PARQ ASCENSOR,Contratos,2022-12-07 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T14 ESTUCO,Contratos,2022-12-07 00:00:00
BOGOTA ,CADIZ,T4 IMPERM CUB,Contratos,2023-01-24 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 COLUMNAS Y PLACAS PISO 1-24,Diseños,2022-11-28 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 ARMADO Y FUNDIDA VIGAS DE CIM,Contratos,2022-12-22 00:00:00
BOGOTA ,CADIZ,INST DE CANCHAS,Otra,2023-01-30 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 16-23 INST BORDILLO,Contratos,2023-02-14 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T2 MAMPOSTERIA MUROSyANTEPECHOS P1-P9,Mano de obra,2023-01-11 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 MAMPOSTERIA FACHADA Y ENCHAPE PLACA PISO 1-24,Diseños,
BOGOTA ,PASEO DE SEVILLA,T-6 PINTURA FOSOS ASCENSOR,Contratos,2023-02-28 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,"T2 ARMADO, ENCOFRADO Y FUNDIDA VIGAS DE CIMENTACION",Equipos,2022-10-19 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T8 Instalación de Teja,Contratos,2023-01-18 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Contratos,2023-08-14 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T6 ENCHAPE,Contratos,2023-03-07 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T7 GRANIPLAST PATIOS,Contratos,2023-03-07 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 23-24 ESTRUCTURA PAVIMENTO,Contratos,2022-10-25 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Mamposteria piso 1-2-3,Materiales,2023-01-18 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 ESCALERAS EN CONCRETO TORRE PISO 1 a 17,Equipos,2023-03-08 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 16-23 INST BORDILLO,Materiales,
BOGOTA ,LYON CIUDAD LA SALLE,T2 INSTALACIONES REDES HIDROSANITARIAS Y RCI,Materiales,2023-03-13 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T8 Citofonos,Contratos,2023-01-18 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 ARMADO Y FUNDIDA ESCALERAS P1-P12,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 DESAGÜES CIMENTACION,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 RED GAS APTOS RED,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 RED HID MEZCLADORES (AL TIEMPO DE LAS PROL EN MAMP),Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 ARMADO Y FUNDIDA MURO-PLACA P1-P12,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 MAMP APTOS Y BUITRONES BAÑOS,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 RED HID APTOS PUNTOS (PROL EN MAMP),Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE CIMENTACION,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE REMATES ESTRUCT,Contratos,2023-03-03 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO ZD - FILTROS CONTRAPISO E INST HIDROSANITARIAS,Materiales,2023-03-06 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,SOTANO PLZ2 E1 - PLACA PRIMER PISO,Materiales,2023-03-21 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-6 ESTRUCTURA DRYWALL BAÑOSyROPAS PISO 9-12,Contratos,2023-02-28 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T8 Pisos ceramica - piso 7-8-9,Materiales,2023-01-18 00:00:00
BOGOTA ,PEÑON DE ALICANTE,ED PARQ ESTRUCTURA,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 MAMP FACHADA,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 ARMADO Y FUNDIDA PLACA ANTEPISO,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 RED HID APTOS RED,Contratos,2023-03-03 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE IMP EXTERNA,Contratos,2023-03-03 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T2 PROLONGACIONES GAS PISO 1 al 17,Materiales,2023-03-08 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T1 ACTA ENTREGA ASCENSOR,Contratos,2023-03-01 00:00:00
BOGOTA ,PASEO DE SEVILLA,T-6 ESTUCOyPINTURA PLACA 1RA MANO PISO 5-8,Mano de obra,2023-02-28 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Cuarto de maquinas,Materiales,2023-03-14 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 MORTERO PUNTO FIJO ESCALERA 1,Diseños,2023-04-04 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,PARQUE E1 CONSTRUCCION SUDS - ESTRUCTURAS Y RELLENOS,Diseños,2023-03-09 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T3 PROLONGACIONES GAS PISO 1 al 17,Materiales,2023-03-08 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 19-25 ESTRUCTURA PAVIMENTO,Otra,2023-03-01 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 24-32 INST BORDILLO,Otra,2023-03-01 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 25-27 INST RED SUMINISTRO ANDEN,Otra,2023-03-01 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO POZO ALL 27-35 INST RED SUMINISTRO ANDEN,Otra,2023-03-01 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,T1 ENCHAPE DE PISOS PUNTO FIJO PISO 1-16,Diseños,2023-04-10 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,EDIF COMUNAL 2 - CIMENTACIÓN Y PLACA DE CONTRA PISO,Equipos,2023-04-10 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T1 MAMPOSTERIA FACHADA MUROS PARAPETOS Y REMATES CUBIERTA,Equipos,2023-04-04 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T1 ESTRUCTURA DRYWALL APTOS,Contratos,2023-02-15 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 RED GAS MONTANTE ACOMETIDA,Materiales,2023-03-03 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T1 MAMPOSTERIA FACHADA PISOS 1 a 17,Diseños,2023-04-04 00:00:00
BOGOTA ,CADIZ,CTO BASURAS PINTURA,Contratos,2023-03-07 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,PYR Dotacion (Sala Espera-Porteria),Materiales,2023-01-18 00:00:00
BOGOTA ,PROVENZA PRESTIGE,T3 Aseo general cubierta,Contratos,2023-03-08 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 CAJAS DE INSPECCION,Materiales,2023-02-23 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,ED PARQ MAMP - PAÑETE,Materiales,2023-03-09 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T3 INSTALACIONES REDES HIDROSANITARIAS Y RCI,Materiales,2023-04-04 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PLACA ENTREPISO S1 E1 - CLUB HOUSE,Materiales,2023-03-07 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,PARQUE E2 INTALACION TUBERIA PLUVIAL,Materiales,2023-04-20 00:00:00
BOGOTA ,CADIZ,T4 GRANIPLAST CUBIERTA,Contratos,2023-03-07 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Estructra Dry wall piso 7-8-9,Contratos,2023-01-03 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH IMPERM CUByASCENSOR,Diseños,2023-08-18 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,EDIF COMUNAL 2 - CIMENTACIÓN Y PLACA DE CONTRA PISO,Materiales,2023-04-24 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 BAJANTE SANITARIO,Otra,2023-05-09 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 PUNTOS SANITARIOS PISO 1-22,Otra,2023-05-09 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T2 MORTERO INTERIOR APTOS PISO 1 A 17 Y PLAQUETAS COCINA Y LAVADEROS,Materiales,2023-03-08 00:00:00
BOGOTA ,URBANISMO EXTERNO SAN RAFAEL,TRAMO NODO ACUED 18-13 INST RED SUMINISTRO ANDEN,Otra,2023-03-14 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T2 ARAÑAS SANITARIAS PISO 1 A 17,Equipos,2023-03-08 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERÍA PUNTO FIJO PISO 1-22,Otra,2023-05-17 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 Estucoyprimera mano de pintura piso 4-5-6,Diseños,2023-08-15 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T2 MUROS Y PLACAS PISO 1,Equipos,2023-04-24 00:00:00
BOGOTA ,PROVENZA PRESTIGE,Teatrino- Dotacion general equipos,Contratos,2023-05-18 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 MAMPOSTERÍA PUNTO FIJO,Contratos,2023-03-07 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 PROLON CIMENyESTRUC HIDRAULICAS,Materiales,2023-05-18 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T2 MUROS Y PLACAS PISO 1,Equipos,2023-05-23 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 OTRAS BAJANTES,Otra,2023-05-30 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,PARQUE E2 CONSTRUCCION SUDS - ESTRUCTURAS Y RELLENOS,Materiales,2023-05-25 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5-6 ARMADOyFUNDIDA VIGAS,Materiales,2023-05-18 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,EDIF COMUNAL 1 - Mamposteria de Fachada,Contratos,2023-04-10 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T2 INSTALACIONES REDES HIDROSANITARIAS Y RCI,Materiales,2023-03-08 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO ZA - DESCABECE DE PILOTES,Materiales,2023-03-06 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO ZD - AMARRE VIGAS DE CIMENTACIÓN,Materiales,2023-03-06 00:00:00
BOGOTA ,LA CRUZ,EDIFICIO ZONA SOCIAL - ASEO,Contratos,2024-04-29 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T2 MAMP FACHADA,Mano de obra,2023-03-03 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 RESANE ESTRUCTURA INTERIOR APTOS PISO 1 a 15,Contratos,2023-03-06 00:00:00
BOGOTA ,LA CRUZ,G1 T1-2 Y 3 IMPERMEABILIZACION DE FACHADA,Contratos,2024-04-29 00:00:00
BOGOTA ,PEÑON DE ALICANTE,TANQUE REMATES ESTRUCT,Materiales,2023-03-03 00:00:00
BOGOTA ,CADIZ,T2 IMPERM FACHADA,Materiales,2023-05-31 00:00:00
BOGOTA ,CADIZ,ED COMUNAL AP SANITARIOS,Materiales,2023-03-07 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - EXCAVACION SOTANO 1,Materiales,2023-03-01 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,EDIF COMUNAL 1 - Instalaciones electricas y Cieloraso en Drywall,Contratos,2023-04-10 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T3 PROLONGACIONES HIDROSANITARIAS PISO 1-17,Materiales,2023-04-04 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,PARQUE E1 ALAMBRADA REDES ILUMINACION,Contratos,2023-04-20 00:00:00
BOGOTA ,LYON 2 CIUDAD LA SALLE,T3 MAMPOSTERIA INTERIOR APTOS PISO 1 a 17,Equipos,2023-03-08 00:00:00
BOGOTA ,URBANISMO EXTERNO LOTE 5 BANCA,PARQUE E2 INSTALACION DE PARQUE INFALTIL,Diseños,2023-06-22 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Materiales,2023-06-28 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Otra,2023-06-26 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,"T4 ALISTAMIENTO FOSO (pintura, inst electrica)",Diseños,2023-10-18 00:00:00
BOGOTA ,LORCA,T1 CIM Fundida cimentación Muretes,Materiales,2023-06-14 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 RED GAS MONTANTE,Materiales,2023-07-06 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 PUERTAS PPAL,Materiales,2024-02-01 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T13 ALAMBRADO,Materiales,2023-07-19 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Vía de 25 a 26 Movimiento de tierra - Corte,Seguridad y Espacio,2023-06-21 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,Terraceo T3yT6,Contratos,2023-08-02 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 CARGUE DE PISOS PUNTO FIJO Y PASILLO PISO 1-22,Otra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ESTUCO Y PINTURA 1ERA MANO PUNTO FIJO Y PASILLO PISO 1-22,Mano de obra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ESTUCO Y PINTURA PLACA PISO 1-22,Otra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 Instalacion red electrica,Otra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA FOSO ASCENSOR,Otra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 VENTANERIA ALUMINIO FACHADAS PISO 1-22,Otra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - CONSTRUCCION MUROS TANQUES (SUMINISTRO Y RCI),Otra,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA PRIMER PISO,Otra,2023-07-26 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,PLACA PRIMER PISO E1 - TORRE 1,Materiales,2023-03-07 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Seguridad y Espacio,2023-08-02 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA PRIMER PISO,Materiales,2023-07-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 OTRAS BAJANTES,Otra,2023-05-30 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,T5 PUERTAS PPAL,Contratos,2023-05-04 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T5 ARMADOyFUNDIDA VIGAS,Materiales,2023-08-08 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERIA CUARTO MAQUINAS,Materiales,2023-07-07 00:00:00
BOGOTA ,CADIZ,T3 LAVADEROS,Materiales,2023-06-14 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 ESTRUCTURA CUARTO MAQUINAS,Otra,2023-08-02 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,T4 Cimentacion torre grua,Materiales,2023-08-22 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,SOTANO ZD - FILTROS CONTRAPISO E INST HIDROSANITARIAS,Materiales,2023-03-06 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T4 CARGUE PISOS,Contratos,2023-08-08 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Vía de 25 a 17 Movimiento de tierra - Corte,Seguridad y Espacio,2023-06-21 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Otra,2023-08-14 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH DRYWALL,Diseños,2023-11-10 00:00:00
BOGOTA ,PEÑAZUL LA ALDEA,T9 instalación de divisiones de baño,Contratos,2023-09-13 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - EXCAVACION SOTANO 1,Materiales,2023-08-26 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 RESANE ESTRUCTURA APARTAMENTOS PISO 1-22,Mano de obra,2023-08-26 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T1 1ERAS PRUEBAS GAS PISO 1-24,Materiales,2023-08-29 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Materiales,2023-08-30 00:00:00
BOGOTA ,PASEO SAN RAFAEL,Inicio de obra,Otra,2023-08-30 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA CABEZAL,Otra,2023-09-02 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA SUBPRESION TRINCHERAS S3 - 11-12-13,Materiales,2023-09-04 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T2 COLUMNAS Y PLACAS PISO 1-24,Otra,2023-08-29 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,Z.SOCIAL CH - PLACA DE CONTRA PISO,Diseños,2023-08-29 00:00:00
BOGOTA ,PEÑAZUL EL POBLADO,T4 MORTERO APTOS,Contratos,2023-09-13 00:00:00
BOGOTA ,SAN LUCAS LA QUINTA,CH ESTRUCTURA,Equipos,2023-08-17 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 MAMPOSTERÍA FACHADA Y ENCHAPE PLACA PISO 1-22,Materiales,2023-09-07 00:00:00
BOGOTA ,LYON CIUDAD LA SALLE,T2 MAMPOSTERIA FACHADA PISOS 1 a 17,Equipos,2023-08-29 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Alameda 6 Red electrica,Contratos,2023-08-30 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,T1 MAMPOSTERIA INTERIOR APTOS PISO 1 a 15,Otra,2023-09-12 00:00:00
BOGOTA ,GALLET CIUDAD LA SALLE,Campamento,Materiales,2023-09-12 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,PRELIMINARES GENERALES,Otra,2023-09-13 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,P.SOTANOS - PLACA CABEZAL,Seguridad y Espacio,2023-09-07 00:00:00
BOGOTA ,ABADIA SAN RAFAEL,T7 PUERTAS CORTAFUEGO,Materiales,2023-09-12 00:00:00
BOGOTA ,PEÑON DE ALICANTE,T1 FOSO ASCENSOR RESANES,Equipos,2023-09-11 00:00:00
BOGOTA ,MONTPELLIER CIUDAD LA SALLE,T3 COLUMNAS Y PLACAS PISO 1-24,Otra,2023-09-19 00:00:00
BOGOTA ,LOIRA CIUDAD LA SALLE,"T2 ARMADO, ENCOFRADO Y FUNDIDA VIGAS DE CIMENTACION",Otra,2023-09-19 00:00:00
BOGOTA ,LORCA,PORTERIA Mamposteria interna,Contratos,2023-08-16 00:00:00
BOGOTA ,URB EXTERNO CIUDAD LA SALLE,Andenes 20 a 21 Estructura andén,Otra,2023-06-07 00:00:00
BOGOTA ,SAINT MICHEL CIUDAD LA SALLE,PLACA PUNTAL S1 - Z1,Seguridad y Espacio,2023-09-25 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 CARGUE DE PISO APARTAMENTO PISO 1-22,Materiales,2023-09-02 00:00:00
BOGOTA ,LA ALMERIA ALSACIA RESERVADO,T1 VENTANERIA ALUMINIO FACHADAS PISO 1-22,Otra,2023-09-22 00:00:00
